cod_inst,instituicao,tcb,uf,sistema_atribuido,ultimo_trimestre,carteira_real
59305565,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CONFAB,b3S,SP,(sem marca no nome - segue individual),202603,8.9494e+06
2475222,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRAÇÃO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPSERVIDOR ES,b3S,ES,(sem marca no nome - segue individual),202603,8.903448e+06
57545436,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS,b3S,SP,(sem marca no nome - segue individual),202603,8.809287e+06
67915868,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP,b3S,SP,(sem marca no nome - segue individual),202603,8.730206e+06
731320,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN,b3S,SP,(sem marca no nome - segue individual),202603,7.9520055e+06
30949267,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO,b3S,ES,(sem marca no nome - segue individual),202603,7.8555305e+06
58022195,COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI,b3S,SP,(sem marca no nome - segue individual),202603,7.8026795e+06
778858,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED,b3S,DF,(sem marca no nome - segue individual),202603,7.7961005e+06
2159014,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE JABOTICABAL - COPERMED JABOTICABAL,b3S,SP,(sem marca no nome - segue individual),201906,7.7508635e+06
2104058,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL,b3S,SP,(sem marca no nome - segue individual),202603,7.723759e+06
73631483,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO BAYER E EMPRESAS QUÍMICAS E FARMACÊUTICAS DO ESTADO DO RIO DE JANEIRO LTDA.,b3S,RJ,(sem marca no nome - segue individual),202603,7.4248435e+06
20622809,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAMARCO MINERAÇÃO S.A. LTDA - CREDISAM,b3S,MG,(sem marca no nome - segue individual),202603,7.3889145e+06
49091119,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA SKF E COLIGADAS,b3S,SP,(sem marca no nome - segue individual),202603,7.237865e+06
45214947,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE PARKER HANNIFIN,b3S,SP,(sem marca no nome - segue individual),201909,6.945171e+06
71384697,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE,b3S,MG,(sem marca no nome - segue individual),202603,6.617751e+06
47196084,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COMOLATTI - SÃO PAULO,b3S,SP,(sem marca no nome - segue individual),202603,6.613499e+06
5841967,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FABRICANTES DE CALÇADOS DE SAPIRANGA LTDA.,b3S,RS,(sem marca no nome - segue individual),202603,6.575524e+06
17314501,COOPERATIVA DE CRÉDITO COOPAÇO LTDA.,b3S,MG,(sem marca no nome - segue individual),202603,6.5350665e+06
43182278,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO OWENS-ILLINOIS DO BRASIL,b3S,SP,(sem marca no nome - segue individual),202603,6.510843e+06
4306351,INDEPENDÊNCIA COOPERATIVA DE CRÉDITO E INVESTIMENTO - INDEPENDÊNCIA COOPERATIVA DE CRÉDITO,b3S,SP,(sem marca no nome - segue individual),202603,6.4447825e+06
52623311,COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA,b3S,SP,(sem marca no nome - segue individual),202603,6.431989e+06
8227676,COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SETOR AEROESPACIAL DE SÃO JOSE DOS CAMPOS - COSAE,b3S,SP,(sem marca no nome - segue individual),201909,6.426426e+06
96409263,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS,b3S,SP,(sem marca no nome - segue individual),202603,6.4245925e+06
91018408,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DO GRUPO DANA - COOPDANA,b3S,RS,(sem marca no nome - segue individual),202603,6.34399e+06
45045671,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN,b3S,SP,(sem marca no nome - segue individual),202603,6.3177155e+06
2853045,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA,b3S,SC,(sem marca no nome - segue individual),202603,6.275005e+06
2999687,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO RIO GRANDE DO SUL - CREDICOR,b3S,RS,(sem marca no nome - segue individual),202103,6.203626e+06
52935442,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO,b3S,SP,(sem marca no nome - segue individual),202603,6.084489e+06
42123000,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DE PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A., LTDA",b3S,RJ,(sem marca no nome - segue individual),201903,6.0811655e+06
71965313,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY,b3S,SP,(sem marca no nome - segue individual),202603,6.06636e+06
44588366,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO HOSPITAL VERA CRUZ E VERA CRUZ ASSOCIAÇÃO DE SAÚDE,b3S,SP,(sem marca no nome - segue individual),201912,5.90042e+06
3639902,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DOS PODERES EXECUTIVOS NO ESTADO DO ESPÍRITO SANTO,b3S,ES,(sem marca no nome - segue individual),202603,5.846264e+06
4478231,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MEMBROS DO MINISTÉRIO PÚBLICO DE SÃO PAULO - PROMOCRED,b3S,SP,(sem marca no nome - segue individual),202603,5.4997405e+06
32422628,COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ,b3S,ES,(sem marca no nome - segue individual),202603,5.482425e+06
59133793,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONSANTO,b3S,SP,(sem marca no nome - segue individual),201906,5.3642125e+06
50848910,COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA,b3S,SP,(sem marca no nome - segue individual),202103,5.2981545e+06
5548335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO JAL LTDA.,b3S,RJ,(sem marca no nome - segue individual),202603,5.25438e+06
57598120,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA,b3S,SP,(sem marca no nome - segue individual),202603,5.199699e+06
4546162,COOPERATIVA DE CRÉDITO MÚTUO DE SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIFISCO,b3S,SP,(sem marca no nome - segue individual),202309,5.1081525e+06
49204605,NOSSA TERRA BRASIL COOPERATIVA DE CRÉDITO,b3S,SP,(sem marca no nome - segue individual),202603,4.9140325e+06
4249235,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  EMPREGADOS DA TUPY MINAS GERAIS LTDA. E NEMAK ALUMÍNIO DO BRASIL LTDA.,b3S,MG,(sem marca no nome - segue individual),202603,4.8950675e+06
512839,COOPERATIVA DE CRÉDITO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP - CECRESA,b3S,SP,(sem marca no nome - segue individual),202603,4.594096e+06
48140925,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO,b3S,SP,(sem marca no nome - segue individual),202603,4.461063e+06
73077398,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON,b3S,SP,(sem marca no nome - segue individual),202603,4.39836e+06
44223196,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER,b3S,SP,(sem marca no nome - segue individual),202603,4.2936525e+06
60219045,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA GERDAU S.A. - UNIDADE PINDAMONHANGABA,b3S,SP,(sem marca no nome - segue individual),201912,4.1842718e+06
19495266,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - COOPECIC,b3S,MG,(sem marca no nome - segue individual),202603,4.13207e+06
1918144,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG,b3S,MG,(sem marca no nome - segue individual),202203,4.0778308e+06
41219353,"COOPSEBRAE - COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE/PB, SEBRAE/RN, SESC/PB, SENAC/PB, SENAR/PB E FAEPA/PB",b3S,PB,(sem marca no nome - segue individual),202603,4.0444075e+06
5746715,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP,b3S,MG,(sem marca no nome - segue individual),202603,3.9261782e+06
53932869,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO,b3S,SP,(sem marca no nome - segue individual),202603,3.9025138e+06
2541707,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER,b3S,SP,(sem marca no nome - segue individual),202603,3.8953678e+06
30304919,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA.",b3S,RJ,(sem marca no nome - segue individual),202603,3.8209005e+06
31746993,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED,b3S,ES,(sem marca no nome - segue individual),202603,3.8148762e+06
43553049,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON LTDA.,b3S,SP,(sem marca no nome - segue individual),201906,3.7404485e+06
5728016,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO DA SAÚDE EM MACEIÓ - SAUDECRED,b3S,AL,(sem marca no nome - segue individual),201912,3.5860098e+06
5165103,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAMDA-COCREALPA - CREDI-CAMDA,b3S,SP,(sem marca no nome - segue individual),202009,3.5037655e+06
53272365,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS UNILEVER DO BRASIL,b3S,SP,(sem marca no nome - segue individual),202603,3.4921328e+06
57440521,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO,b3S,SP,(sem marca no nome - segue individual),202603,3.3755762e+06
17607375,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MOSAIC FERTILIZANTES DE UBERABA - COPERURA LTDA.,b3S,MG,(sem marca no nome - segue individual),202603,3.3121588e+06
55319370,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA FIAÇÃO ALPINA - COOPERALPINA,b3S,SP,(sem marca no nome - segue individual),202603,3.1983122e+06
4804353,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM,b3S,SP,(sem marca no nome - segue individual),202603,3.1948408e+06
3990888,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE,b3S,RS,(sem marca no nome - segue individual),202603,3.1796288e+06
1551820,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS,b3S,PR,(sem marca no nome - segue individual),202603,3.083372e+06
30586895,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,3.0526302e+06
48172860,A COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA BRAZIL GR LTDA.,b3S,SP,(sem marca no nome - segue individual),202603,3.002023e+06
6077760,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA RICLAN,b3S,SP,(sem marca no nome - segue individual),202603,2.984322e+06
4899135,CREDEXTRA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA REALMAR DISTRIBUIDORA LTDA,b3S,ES,(sem marca no nome - segue individual),202206,2.803972e+06
548980,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO SUGGAR LTDA.,b3S,MG,(sem marca no nome - segue individual),202603,2.7918498e+06
1504952,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO - COOPERMEL,b3S,SP,(sem marca no nome - segue individual),202603,2.7859138e+06
64761471,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ANDORINHA - COFASA,b3S,SP,(sem marca no nome - segue individual),201912,2.7749e+06
9244973,COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC,b3S,SE,(sem marca no nome - segue individual),202109,2.749205e+06
1819799,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.,b3S,RJ,(sem marca no nome - segue individual),202603,2.6843692e+06
45068632,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL,b3S,SP,(sem marca no nome - segue individual),202603,2.5118108e+06
72952138,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE,b3S,SP,(sem marca no nome - segue individual),202603,2.4819995e+06
44905255,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI,b3S,SP,(sem marca no nome - segue individual),202603,2.4152402e+06
3422007,COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES,b3S,SP,(sem marca no nome - segue individual),202603,2.2192905e+06
69136075,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP,b3S,SP,(sem marca no nome - segue individual),202603,2.2129662e+06
28885036,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ,b3S,RJ,(sem marca no nome - segue individual),202603,2.1891665e+06
881829,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV,b3S,SP,(sem marca no nome - segue individual),202409,2.1614215e+06
57996878,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL,b3S,SP,(sem marca no nome - segue individual),202603,2.0966478e+06
2723075,COOPSERJ - COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO DO ESTADO DO RIO DE JANEIRO LTDA.,b3S,RJ,(sem marca no nome - segue individual),202603,2.0940169e+06
53800488,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO,b3S,SP,(sem marca no nome - segue individual),202603,1.9860345e+06
29341260,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,1.919677e+06
88952130,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI,b3S,RS,(sem marca no nome - segue individual),202603,1.8816791e+06
141155,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,1.8425225e+06
28145589,CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE,b3S,ES,(sem marca no nome - segue individual),202603,1.7747638e+06
68314921,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO,b3S,SP,(sem marca no nome - segue individual),202603,1.7054408e+06
913314,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MAGNESITA REFRATÁRIOS S.A. LTDA. - CECREM,b3S,MG,(sem marca no nome - segue individual),202603,1.6984666e+06
41790809,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA HELIBRAS - HELICOOP,b3S,MG,(sem marca no nome - segue individual),201903,1.6910105e+06
19551787,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVENTUÁRIOS DA CIMENTO TUPI S.A. E EMPRESAS COLIGADAS LTDA. - TUPICRED,b3S,MG,(sem marca no nome - segue individual),202306,1.6794944e+06
87956355,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DOS CORREIOS NOS ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E PARANÁ - CREDCORREIOS",b3S,RS,(sem marca no nome - segue individual),202106,1.6149034e+06
90278987,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL,b3S,RS,(sem marca no nome - segue individual),202603,1.5744644e+06
3071386,COOPERATIVA DE CRÉDITO RURAL ASCOOB SUDOESTE,b3S,BA,(sem marca no nome - segue individual),201903,1.5619155e+06
3400651,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA SUPERMERCADOS JAU SERVE - COOPERJS,b3S,SP,(sem marca no nome - segue individual),202603,1.5431716e+06
2230138,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE KYN COMÉRCIO VAREJISTA E ATACADISTA - COOPER KYN,b3S,SP,(sem marca no nome - segue individual),202603,1.5082038e+06
9128022,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA,b3S,SP,(sem marca no nome - segue individual),202512,1.4894492e+06
2414044,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO SUPERIOR DO SUL DE MINAS LTDA. - CREDFENAS,b3S,MG,(sem marca no nome - segue individual),202012,1.4812309e+06
2869663,COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PUBLICAS E PRIVADAS NO TERRITÓRIO NACIONAL - CREDBRASIL,b3S,ES,(sem marca no nome - segue individual),202603,1.4751738e+06
2738981,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB,b3S,MG,(sem marca no nome - segue individual),202603,1.4596522e+06
52137361,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA PREFEITURA MUNICIPAL DE VOTORANTIM,b3S,SP,(sem marca no nome - segue individual),202603,1.4351605e+06
43446335,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ,b3S,MG,(sem marca no nome - segue individual),202603,1.3978416e+06
24235459,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO",b3S,MG,(sem marca no nome - segue individual),202603,1.3688475e+06
2910387,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II,b3S,RJ,(sem marca no nome - segue individual),202603,1.3493189e+06
88043187,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.,b3S,RS,(sem marca no nome - segue individual),202603,1.3438554e+06
43438662,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA EDUCAÇÃO E COMUNICAÇÃO,b3S,SP,(sem marca no nome - segue individual),202603,1.3173338e+06
10548608,COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP,b3S,BA,(sem marca no nome - segue individual),202603,1.314883e+06
18340695,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA DE PAPÉIS SUDESTE LTDA . - CREDESTE,b3S,MG,(sem marca no nome - segue individual),202603,1.3099629e+06
21597133,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.",b3S,MG,(sem marca no nome - segue individual),202603,1.284374e+06
5747018,"COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEPB, SESI, SENAI, IEL E DO CONDOMÍNIO EDIFÍCIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS  - CREDFISP LTDA.",b3S,PB,(sem marca no nome - segue individual),202603,1.2552476e+06
42445122,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.,b3S,RJ,(sem marca no nome - segue individual),202603,1.2470204e+06
62605290,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL,b3S,MG,(sem marca no nome - segue individual),202603,1.2262411e+06
5048575,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO MAUÁ E EMPRESAS COLIGADAS LTDA. - COOPMAUÁ,b3S,RJ,(sem marca no nome - segue individual),202603,1.2209035e+06
17411307,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR,b3S,SP,(sem marca no nome - segue individual),202512,1.2191152e+06
2192115,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP,b3S,RJ,(sem marca no nome - segue individual),202603,1.2031596e+06
6369729,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DAS INDÚSTRIAS DO PAPEL, PAPELÃO E CORTIÇA DE OTACÍLIO COSTA, LAGES E CORREA PINTO - PAPELCREDI",b3S,SC,(sem marca no nome - segue individual),202603,1.1483834e+06
52218849,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE ZANETTINI BAROSSI,b3S,SP,(sem marca no nome - segue individual),201912,1.1347592e+06
2850075,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.,b3S,RJ,(sem marca no nome - segue individual),202603,1.1277086e+06
4152107,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA POLÍCIA MILITAR DO ESTADO DE SÃO PAULO DA REGIÃO CENTRO-OESTE PAULISTA - CREDMIL,b3S,SP,(sem marca no nome - segue individual),202603,1.0930229e+06
42100982,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,1.0882966e+06
5292849,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED,b3S,SP,(sem marca no nome - segue individual),202403,1.0836042e+06
3674133,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP,b3S,SP,(sem marca no nome - segue individual),202603,1.0624226e+06
28435685,COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR,b3S,MG,(sem marca no nome - segue individual),202603,1.0520778e+06
28244622,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,988117.9
42258376,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,972977.2
30138226,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA,b3S,RJ,(sem marca no nome - segue individual),202603,964908.5
1107759,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED,b3S,SP,(sem marca no nome - segue individual),202603,951560.0
